tran_id,acct_nbr,tran_amt,principal_amt,interest_amt,new_balance,tran_date,tran_time,channel,tran_code
2,13625712,-0.15,-0.15,0,214.28,1/1/1995,0,,FK
1,13634103,2.17,0,2.17,871.3,1/31/1995,235959,,IN
80,13629642,137.74,137.74,0,186.83,10/3/1995,81157,B,DP
2,13630703,2.05,0,2.05,823.47,2/28/1995,235959,,IN
24,13632862,-40,-40,0,764.51,1/25/1995,203606,A,WD
31,13630462,-20,-20,0,3868.8,2/21/1995,132426,A,WD
5,13629393,4.28,0,4.28,1715.09,2/28/1995,235959,,IN
16,4.56E+15,0,0,0,-2164.19,4/17/1995,185704,B,IQ
15,13631383,-20,-20,0,1481.08,9/24/1995,181912,A,WD
13,4.56E+15,-177.01,-177.01,0,-514.82,8/5/1995,121649,E,CG
2,4.56E+15,130.89,128.75,2.14,-544.48,1/6/1995,0,M,PM
95,13628242,-0.15,-0.15,0,74.63,2/24/1995,0,,FK
38,4.56E+15,405.34,373.79,31.55,-2426.21,7/3/1995,0,M,PM
68,13630132,152.42,152.42,0,205.61,6/16/1995,231432,B,DP
44,4.56E+15,-157.82,-157.82,0,-283.35,11/26/1995,144145,E,CG
38,4.56E+15,1561.41,1485.36,76.05,-5014.64,9/2/1995,0,M,PM
90,13626092,-123.04,-123.04,0,86.24,3/16/1995,0,P,WD
13,13627033,-200,-200,0,7432.2,5/20/1995,154158,A,WD
69,13629792,747.31,747.31,0,1012.73,1/21/1995,121311,A,DP
12,13627853,407.8,407.8,0,728.4,8/21/1995,41929,B,DP
64,13634082,-0.15,-0.15,0,335.33,1/7/1995,0,,FK
16,13626302,236.89,236.89,0,3082.3,1/20/1995,114636,A,DP
25,13633363,-267.85,-267.85,0,5.35,8/1/1995,114505,B,WD
8,13627302,-84.65,-84.65,0,587.12,1/4/1995,0,P,WD
61,13632192,-187.75,-187.75,0,1033.93,2/24/1995,0,P,WD
9,13632092,-0.15,-0.15,0,14.77,1/16/1995,0,,FK
10,13626413,0.18,0,0.18,141.74,10/31/1995,235959,,IN
78,13628772,-0.75,-0.75,0,19.84,3/11/1995,191337,,FU
55,4.56E+15,-29.35,-29.35,0,-607.87,11/5/1995,54607,E,CG
13,4.56E+15,-200,-200,0,-879.6,6/6/1995,144510,A,CA
37,13626572,-77.8,-77.8,0,742.2,5/28/1995,0,P,WD
72,13634472,-80,-80,0,1862.03,3/21/1995,162721,A,WD
2,4.56E+15,18.52,18.52,0,-50.83,4/1/1995,0,M,PM
93,13625632,-46.67,-46.67,0,822.53,2/1/1995,0,P,WD
86,13626332,11.96,11.96,0,30.77,2/25/1995,235836,B,DP
9,4.56E+15,-221.24,-221.24,0,-2500,3/4/1995,72221,E,CG
17,13627913,1.21,0,1.21,967.95,6/30/1995,235959,,IN
93,13625852,-0.15,-0.15,0,255.4,2/28/1995,0,,FK
46,4.56E+15,-101.03,-101.03,0,-801.19,10/15/1995,155054,E,CG
42,13626622,2.17,0,2.17,1734.97,2/28/1995,235959,,IN
43,13627662,-919.86,-919.86,0,4207.74,9/17/1995,0,P,WD
28,4.56E+15,-52.72,-52.72,0,-337.73,5/21/1995,134210,E,CG
20,13632643,49.21,49.21,0,480.67,7/7/1995,82040,B,DP
23,13630293,152.75,152.75,0,304.55,12/23/1995,222801,B,DP
12,13627812,-263.13,-263.13,0,274.81,9/12/1995,0,P,WD
1,13628873,388.01,388.01,0,979.91,1/2/1995,220855,B,DP
6,13628012,0.5,0,0.5,401,6/30/1995,235959,,IN
16,4.56E+15,1052.18,1038.21,13.97,-861.79,7/3/1995,0,M,PM
12,4.56E+15,0,0,0,-2005.37,4/23/1995,131138,A,IQ
44,13634482,-948.56,-948.56,0,2785.56,2/4/1995,90657,A,TR
1,4.56E+15,8735.14,8649.37,85.77,0,1/30/1995,195442,B,PM
44,4.56E+15,-203.76,-203.76,0,-1103.8,6/18/1995,101354,E,CG
71,4.56E+15,-245.56,-245.56,0,-1310.96,5/12/1995,80051,E,CG
44,13629112,-143.35,-143.35,0,143.35,1/24/1995,0,P,WD
72,13634672,783.03,783.03,0,994.97,2/16/1995,0,M,DP
71,13629672,-165.79,-165.79,0,667.43,2/20/1995,0,P,WD
47,13634812,-37.77,-37.77,0,298.81,2/16/1995,0,P,WD
21,13628682,0,0,0,699.33,2/5/1995,184225,C,IQ
76,13634042,-15.27,-15.27,0,15.28,11/20/1995,225443,A,TR
57,13631732,202,202,0,212.97,8/25/1995,122529,B,DP
21,13631303,-80,-80,0,36.85,9/9/1995,191435,A,WD
13,13631962,-46.01,-46.01,0,46.01,1/2/1995,183827,C,TR
10,13631603,0.48,0,0.48,384.98,4/30/1995,235959,,IN
26,13628393,5.16,0,5.16,4136.89,7/31/1995,235959,,IN
22,13627093,0,0,0,396.98,10/27/1995,220545,V,IQ
6,4.56E+15,225.88,225.88,0,0,9/6/1995,0,M,PM
1,13628093,0.34,0,0.34,271.09,1/31/1995,235959,,IN
63,13626982,-18.44,-18.44,0,18.44,1/26/1995,0,P,WD
53,13627822,-150.25,-150.25,0,117.77,4/7/1995,44526,K,TR
28,13629752,909.3,909.3,0,920.23,1/21/1995,0,M,DP
42,4.56E+15,-34.5,-34.5,0,-589,9/29/1995,113029,E,CG
34,4.56E+15,-32.97,-32.97,0,-2311.85,10/6/1995,81233,E,CG
19,4.56E+15,0,0,0,-660.48,7/17/1995,151559,C,IQ
3,4.56E+15,-366.53,-366.53,0,-366.53,10/10/1995,165526,E,CG
51,13634362,-93.72,-93.72,0,122.52,2/16/1995,0,P,WD
31,4.56E+15,-92.24,-92.24,0,-1024.13,7/30/1995,151848,E,CG
3,13626862,0.42,0,0.42,338.98,3/31/1995,235959,,IN
26,13628142,667.23,667.23,0,671.86,3/15/1995,200119,B,DP
5,13629203,1.81,0,1.81,727.15,5/31/1995,235959,,IN
76,13632422,-22.77,-22.77,0,22.76,3/14/1995,0,P,WD
46,13626422,0,0,0,308.43,2/3/1995,185547,V,IQ
76,13625262,-0.15,-0.15,0,17.91,10/24/1995,0,,FK
38,4.56E+15,227.44,194.96,32.48,-2805.04,11/6/1995,0,M,PM
79,13625252,-0.15,-0.15,0,9.94,1/27/1995,0,,FK
81,13631752,0,0,0,14.98,2/18/1995,5813,V,IQ
93,13628772,220.58,220.58,0,1174.89,4/10/1995,185654,B,DP
69,13631702,0,0,0,71.03,7/15/1995,122838,V,IQ
50,13629182,-80.24,-80.24,0,492.17,1/27/1995,0,P,WD
29,13633273,-225.43,-225.43,0,229.65,12/26/1995,3214,K,TR
62,13633482,0.76,0,0.76,609.05,1/31/1995,235959,,IN
45,13626822,0,0,0,1131.46,9/26/1995,63137,C,IQ
5,4.56E+15,-256.42,-256.42,0,-923.5,1/7/1995,155920,E,CG
5,13632003,50.09,50.09,0,107.45,3/18/1995,0,M,DP
46,4.56E+15,0,0,0,-354.67,12/12/1995,92601,K,IQ
13,13631842,-0.15,-0.15,0,84.41,11/26/1995,0,,FK
71,13627252,-248.73,-248.73,0,248.73,2/13/1995,102042,C,TR
29,4.56E+15,-215.48,-215.48,0,-2240.27,6/3/1995,120145,E,CG
28,13630672,-10,-10,0,58.29,2/28/1995,235959,,FP
50,13631232,0,0,0,4013.82,3/31/1995,105431,B,IQ
61,13625622,0,0,0,17.99,11/22/1995,126,A,IQ
2,4.56E+15,-310.45,-310.45,0,-612.92,6/8/1995,232148,E,CG
76,13626202,-276.61,-276.61,0,126.02,1/26/1995,0,P,WD
4,4.56E+15,-66.31,-66.31,0,-376.68,1/30/1995,123046,E,CG
83,13625662,1917.59,1917.59,0,1968.4,1/13/1995,120545,B,DP
19,13628253,0.06,0,0.06,49.41,5/31/1995,235959,,IN
80,13626452,0,0,0,14.88,2/21/1995,50326,V,IQ
64,13625402,-100,-100,0,7835.38,7/12/1995,94049,A,WD
71,13627272,232.02,232.02,0,245.94,4/26/1995,82059,B,DP
30,4.56E+15,-60,-60,0,-461.29,11/12/1995,417,A,CA
88,13632802,248.25,248.25,0,920.46,3/20/1995,0,M,DP
64,13626192,0,0,0,13.67,7/16/1995,112653,V,IQ
39,13632662,-47.39,-47.39,0,1659.3,11/22/1995,0,P,WD
29,4.56E+15,-100,-100,0,-2989.17,7/19/1995,43404,A,CA
25,13628502,-78.82,-78.82,0,2424.44,11/6/1995,0,P,WD
44,13625862,-20,-20,0,82.12,10/26/1995,185104,A,WD
38,13625692,-0.15,-0.15,0,262.73,5/7/1995,0,,FK
72,13630592,-10,-10,0,642.92,6/30/1995,235959,,FP
22,4.56E+15,-137.4,-137.4,0,-646.52,6/18/1995,103522,E,CG
18,4.56E+15,151.93,132.67,19.26,-1367.33,7/3/1995,0,M,PM
15,13625912,-89.16,-89.16,0,2313.15,1/9/1995,0,P,WD
39,13629803,-309.93,-309.93,0,309.93,12/31/1995,222501,C,TR
41,13626932,-129.86,-129.86,0,129.87,5/10/1995,0,P,WD
52,13626632,-0.15,-0.15,0,24.35,5/8/1995,0,,FK
43,4.56E+15,450.23,447.98,2.25,-135.3,11/5/1995,191424,C,PM
72,13627092,245.97,245.97,0,256.54,4/17/1995,133300,A,DP
10,13632683,-140,-140,0,408.95,6/5/1995,61938,A,WD
6,13625012,-20.36,-20.36,0,1226.94,1/26/1995,0,P,WD
5,13624852,0,0,0,152.71,9/26/1995,50931,V,IQ
52,13625282,-60,-60,0,1835.31,3/19/1995,180214,A,WD
4,13627363,2.69,0,2.69,2158.43,4/30/1995,235959,,IN
73,13631412,-0.15,-0.15,0,23.41,2/11/1995,0,,FK
74,4.56E+15,960.41,931.55,28.86,-2951.8,10/4/1995,0,M,PM
49,13631122,16.03,16.03,0,144.37,4/15/1995,192029,B,DP
77,13630082,-333.33,-333.33,0,23.33,12/6/1995,202211,C,TR
87,13625252,-150.49,-150.49,0,10.78,2/7/1995,21135,B,TR
10,13626442,75.03,75.03,0,430.46,3/28/1995,15455,A,DP
18,13634033,-200,-200,0,1987.91,12/1/1995,130916,A,WD
40,13625072,-0.15,-0.15,0,581.97,3/25/1995,0,,FK
43,13624872,-127.69,-127.69,0,1585.35,10/27/1995,0,P,WD
10,4.56E+15,746.21,738.73,7.48,-831.25,3/2/1995,0,M,PM
45,13631642,-0.15,-0.15,0,45.2,1/12/1995,0,,FK
77,13630882,0,0,0,178.52,5/25/1995,104159,A,IQ
31,13626023,-369.62,-369.62,0,1855.64,10/20/1995,181953,B,WD
7,13634692,-0.15,-0.15,0,8.68,11/4/1995,0,,FK
87,13629412,-0.15,-0.15,0,549.01,3/5/1995,0,,FK
7,13627593,249.08,249.08,0,1677.65,2/9/1995,12505,A,DP
41,4.56E+15,2119.73,2058.35,61.38,-3041.65,12/6/1995,0,M,PM
14,4.56E+15,-28.73,-28.73,0,-288.32,2/14/1995,163327,E,CG
21,13626702,-38.7,-38.7,0,1581.19,1/10/1995,0,P,WD
45,4.56E+15,-76.17,-76.17,0,-2004.57,11/1/1995,103902,E,CG
45,4.56E+15,-81.07,-81.07,0,-438.8,9/16/1995,230549,E,CG
77,13634522,-0.15,-0.15,0,213.38,5/3/1995,0,,FK
50,13634002,335.84,335.84,0,346.08,1/13/1995,0,M,DP
15,13624893,0.95,0,0.95,760.29,7/31/1995,235959,,IN
63,13628882,0,0,0,5037.2,1/24/1995,105517,B,IQ
20,13625552,-0.75,-0.75,0,10.51,1/9/1995,114934,,FU
40,4.56E+15,-11.41,-11.41,0,-257.76,9/3/1995,120754,E,CG
2,13633763,0.43,0,0.43,344.94,2/28/1995,235959,,IN
19,13627632,-0.15,-0.15,0,16.66,7/23/1995,0,,FK
19,13631383,1.83,0,1.83,1466.61,11/30/1995,235959,,IN
48,13626202,-46.62,-46.62,0,46.63,1/18/1995,0,P,WD
13,4.56E+15,-73.6,-73.6,0,-1516.99,10/29/1995,104522,E,CG
71,13629712,-0.15,-0.15,0,677.41,9/26/1995,0,,FK
49,13628442,-107.7,-107.7,0,101.82,3/20/1995,0,P,WD
2,4.56E+15,-245.21,-245.21,0,-331.68,11/30/1995,154942,E,CG
29,13625292,-0.15,-0.15,0,142.45,1/9/1995,0,,FK
13,13629863,167.02,167.02,0,706.31,9/24/1995,133737,A,DP
19,13629363,155.74,155.74,0,584.78,10/6/1995,100039,E,DP
1,13632033,6.76,0,6.76,2711.64,1/31/1995,235959,,IN
18,13628383,0.6,0,0.6,482.87,3/31/1995,235959,,IN
21,4.56E+15,-226.38,-226.38,0,-1971.87,6/9/1995,84814,E,CG
73,13632412,0,0,0,350.47,1/20/1995,203101,C,IQ
7,13627422,3.28,0,3.28,2626.54,3/31/1995,235959,,IN
68,13631852,601.89,601.89,0,617.84,3/23/1995,50635,B,DP
10,13625463,0.44,0,0.44,349.32,5/31/1995,235959,,IN
67,13628302,-0.15,-0.15,0,43.9,2/27/1995,0,,FK
32,13629392,-677.5,-677.5,0,288.64,7/21/1995,0,P,WD
20,13626742,145.53,145.53,0,3016.27,4/24/1995,0,M,DP
44,4.56E+15,-140,-140,0,-568,8/6/1995,40320,A,CA
24,4.56E+15,-394.1,-394.1,0,-1771.07,10/7/1995,222955,E,CG
6,13632843,4.8,0,4.8,1924.95,2/28/1995,235959,,IN
2,13628433,-60,-60,0,81.06,1/12/1995,105405,A,WD
1,4.56E+15,-518.62,-518.62,0,-1940.44,1/2/1995,184010,E,CG
36,13628092,-97.36,-97.36,0,2738.1,6/16/1995,0,P,WD
75,4.56E+15,-233.93,-233.93,0,-847,11/26/1995,101754,E,CG
35,4.56E+15,-155.17,-155.17,0,-3800,7/25/1995,120749,E,CG
20,13630813,0.95,0,0.95,764.26,11/30/1995,235959,,IN
93,13633872,-139.67,-139.67,0,1277.11,3/6/1995,0,P,WD
2,4.56E+15,-133.65,-133.65,0,-321.83,4/12/1995,155918,E,CG
21,13627272,0,0,0,2390.82,2/3/1995,184844,A,IQ
49,13629482,0,0,0,1098.75,2/27/1995,150732,A,IQ
72,13633362,0,0,0,14.45,2/16/1995,10359,V,IQ
30,13633062,0,0,0,473.38,1/28/1995,105826,B,IQ
17,4.56E+15,-213.09,-213.09,0,-330.02,4/11/1995,180857,E,CG
99,13625692,-46.49,-46.49,0,46.48,6/17/1995,0,P,WD
52,13632702,-126.76,-126.76,0,251.94,1/15/1995,0,P,WD
18,13629783,-100,-100,0,779.82,6/21/1995,114247,A,WD
25,13634032,0,0,0,1915.72,1/22/1995,194550,A,IQ
72,13628292,-0.15,-0.15,0,274.52,5/2/1995,0,,FK
20,13634332,0,0,0,1226.23,3/13/1995,181244,V,IQ
40,13627052,-209.83,-209.83,0,3099.64,3/31/1995,0,P,WD
92,13626192,0,0,0,560.01,9/25/1995,190214,B,IQ
91,13634502,-0.15,-0.15,0,129,9/13/1995,0,,FK
33,4.56E+15,-19.53,-19.53,0,-872.16,3/22/1995,122112,E,CG
21,13631333,1.35,0,1.35,1082.35,12/31/1995,235959,,IN
16,4.56E+15,-127.03,-127.03,0,-1618.52,4/3/1995,25658,E,CG
36,4.56E+15,-242.05,-242.05,0,-1097.25,6/29/1995,203137,E,CG
4,4.56E+15,-81.56,-81.56,0,-395.68,1/13/1995,202804,E,CG
4,13628223,-183.8,-183.8,0,39.18,1/21/1995,150449,A,TR
1,4.56E+15,-136.28,-136.28,0,-136.28,4/15/1995,15654,E,CG
4,13630152,155.89,155.89,0,203.71,3/5/1995,54456,A,DP
2,13626753,21.62,21.62,0,271.84,1/14/1995,15020,A,DP
59,13625772,2.9,0,2.9,2325.67,7/31/1995,235959,,IN
2,13632473,0.51,0,0.51,410.41,1/31/1995,235959,,IN
21,13627253,180.54,180.54,0,16055.36,12/17/1995,141145,A,DP
44,4.56E+15,-25.77,-25.77,0,-106.86,10/7/1995,224953,E,CG
51,13630362,-22.55,-22.55,0,2319.47,8/3/1995,0,P,WD
12,4.56E+15,-547.79,-547.79,0,-6154.37,3/14/1995,204304,E,CG
37,13628812,-0.15,-0.15,0,14.34,2/12/1995,0,,FK
44,4.56E+15,-26.03,-26.03,0,-564.6,12/5/1995,11458,E,CG
11,13628223,0.13,0,0.13,103.36,2/28/1995,235959,,IN
36,4.56E+15,-458.72,-458.72,0,-1729.5,7/13/1995,184609,E,CG
14,4.56E+15,-110.06,-110.06,0,-723.61,5/31/1995,52502,E,CG
9,4.56E+15,-78.76,-78.76,0,-1536,12/28/1995,161249,E,CG
3,13629372,-463.75,-463.75,0,350.18,1/2/1995,0,P,WD
4,13633332,0,0,0,104.59,1/2/1995,210304,A,IQ
61,13633272,-98.62,-98.62,0,761.85,5/20/1995,0,P,WD
2,4.56E+15,50.22,47.17,3.05,-309.65,1/7/1995,142119,E,PM
48,4.56E+15,-206.96,-206.96,0,-275.14,10/15/1995,230752,E,CG
83,13627592,-20,-20,0,43.65,2/16/1995,75832,A,WD
66,13630352,-13.97,-13.97,0,13.97,11/26/1995,0,P,WD
85,13627812,293.35,293.35,0,670.11,12/23/1995,170218,E,DP
18,13628223,0.57,0,0.57,455.22,4/30/1995,235959,,IN
79,13633822,-0.75,-0.75,0,2156.97,6/7/1995,204648,,FU
74,13634362,0,0,0,9.63,2/23/1995,4725,C,IQ
19,13628302,0,0,0,864.93,1/8/1995,63545,V,IQ
4,13631693,0.19,0,0.19,152.3,4/30/1995,235959,,IN
47,13633562,-122.17,-122.17,0,1730.47,12/24/1995,0,P,WD
1,13629953,-390.03,-390.03,0,83.64,1/7/1995,201334,A,TR
35,13632573,-80,-80,0,1131.26,9/28/1995,221244,A,WD
36,4.56E+15,99.59,94.47,5.12,-476.58,11/6/1995,0,M,PM
6,13633553,137.15,137.15,0,1948.83,4/1/1995,110958,A,DP
1,13628532,4.56,0,4.56,3653.52,1/31/1995,235959,,IN
54,13625122,-93.85,-93.85,0,1260.12,4/23/1995,0,P,WD
8,4.56E+15,-55.02,-55.02,0,-201.32,2/10/1995,122129,E,CG
97,4.56E+15,-97.05,-97.05,0,-895.36,12/29/1995,160929,E,CG
25,13628223,79.22,79.22,0,388.14,5/30/1995,193031,A,DP
63,13630672,-1.29,-1.29,0,0,5/31/1995,235959,,FP
9,13627053,0.28,0,0.28,223.64,9/30/1995,235959,,IN
53,13631912,0,0,0,11.53,8/31/1995,103156,C,IQ
22,13634932,-0.75,-0.75,0,5511.03,2/27/1995,210302,,FU
15,13634503,1.39,0,1.39,1112.84,6/30/1995,235959,,IN
67,13631032,-75.16,-75.16,0,75.16,3/7/1995,180525,E,WD
27,13633262,1018.56,1018.56,0,1018.56,9/30/1995,0,M,DP
17,13627202,-25,-25,0,24.99,11/14/1995,0,P,WD
18,13633332,-17.13,-17.13,0,17.12,1/9/1995,0,P,WD
4,13627593,-100,-100,0,15.03,2/4/1995,101147,A,WD
47,13628042,-533.49,-533.49,0,3967.45,2/2/1995,0,P,WD
99,13628152,1.02,0,1.02,816.6,3/31/1995,235959,,IN
47,13634612,-195.36,-195.36,0,1733.03,3/25/1995,0,P,WD
40,13624842,-31.42,-31.42,0,223.83,2/6/1995,0,P,WD
32,13628223,0.59,0,0.59,473.22,7/31/1995,235959,,IN
12,13627252,-356.73,-356.73,0,2286.11,1/6/1995,0,P,WD
9,4.56E+15,-100,-100,0,-1265.13,3/6/1995,13620,A,CA
71,13629492,0,0,0,52.26,6/17/1995,91418,A,IQ
76,13628052,562,562,0,580.6,2/8/1995,165803,A,DP
14,13625053,-100,-100,0,831,5/28/1995,194753,A,WD
62,13631872,0,0,0,1507.11,4/12/1995,164854,C,IQ
54,13634332,0,0,0,374.92,10/20/1995,210320,A,IQ
74,13632512,-9.6,-9.6,0,812.53,6/28/1995,0,P,WD
23,4.56E+15,136.24,132.28,3.96,-752,9/2/1995,91133,C,PM
4,4.56E+15,320.41,320.41,0,-1357.92,5/2/1995,0,M,PM
92,13629812,-0.15,-0.15,0,13.89,9/12/1995,0,,FK
28,4.56E+15,202.66,191.75,10.91,-1130.35,5/1/1995,0,M,PM
84,13625882,-0.15,-0.15,0,29.42,3/8/1995,0,,FK
4,13630183,30.47,0,30.47,12220.39,1/31/1995,235959,,IN
16,4.56E+15,-231.49,-231.49,0,-276.19,6/7/1995,221402,E,CG
99,13628322,-49.08,-49.08,0,49.08,11/15/1995,110528,E,TR
51,4.56E+15,-174.72,-174.72,0,-614.1,11/3/1995,183524,E,CG
11,13627183,4.77,0,4.77,1913.45,11/30/1995,235959,,IN
22,4.56E+15,-270.31,-270.31,0,-5770.17,12/19/1995,144042,E,CG
39,13628223,276.44,276.44,0,339.34,9/25/1995,143841,B,DP
82,13634582,-0.15,-0.15,0,362.68,3/15/1995,0,,FK
97,13627172,0,0,0,208.33,10/27/1995,122152,C,IQ
95,13634052,0,0,0,9.88,8/12/1995,80821,C,IQ
11,4.56E+15,307.15,302.44,4.71,-31.69,6/1/1995,0,M,PM
61,13631612,-17.52,-17.52,0,102.81,3/26/1995,0,P,WD
81,13628142,-80,-80,0,36.12,3/30/1995,154724,A,WD
60,13632502,-0.15,-0.15,0,1516.96,1/14/1995,0,,FK
46,13630982,255.84,255.84,0,258.15,6/2/1995,0,M,DP
27,13627442,-78.58,-78.58,0,100.94,8/5/1995,0,P,WD
79,13627672,-127.59,-127.59,0,665.18,2/23/1995,0,P,WD
84,13625942,-415.71,-415.71,0,5801.71,9/6/1995,0,P,WD
66,13625302,-1008.69,-1008.69,0,787.2,5/24/1995,160249,B,WD
32,13633332,-16.8,-16.8,0,16.8,1/19/1995,0,P,WD
68,13632032,954.58,954.58,0,960.28,3/14/1995,0,M,DP
20,13634522,0,0,0,389.04,2/25/1995,203111,K,IQ
31,13633903,-20,-20,0,718.64,12/1/1995,230502,A,WD
46,13628223,107.81,107.81,0,124.95,12/1/1995,215942,A,DP
93,4.56E+15,0,0,0,-1595.83,9/24/1995,213,A,IQ
7,13632222,37.68,37.68,0,50.39,12/16/1995,101250,B,DP
28,13630602,0,0,0,5157.22,2/26/1995,121138,B,IQ
97,13628082,212.93,212.93,0,2181.86,1/8/1995,0,M,DP
43,4.56E+15,-200,-200,0,-711.51,11/14/1995,182338,A,CA
26,4.56E+15,-447.83,-447.83,0,-451.3,11/11/1995,100138,E,CG
38,4.56E+15,-88.44,-88.44,0,-547.13,10/29/1995,193420,E,CG
10,13630643,0,0,0,67.56,7/23/1995,83732,C,IQ
13,13629603,-120,-120,0,6421.08,6/2/1995,35546,A,WD
33,13632542,-214.24,-214.24,0,366.46,1/23/1995,231303,B,TR
33,13626452,269.36,269.36,0,1337.89,1/21/1995,132536,B,DP
30,13633893,0,0,0,175.81,10/22/1995,142243,A,IQ
99,13625312,374.49,374.49,0,2290.23,4/1/1995,10149,A,DP
68,13631732,-0.15,-0.15,0,696.7,8/27/1995,0,,FK
97,13630262,1304.07,1304.07,0,2574.87,2/9/1995,112142,A,DP
2,13625722,-0.75,-0.75,0,493.31,1/3/1995,71259,,FU
38,13630042,-10,-10,0,11.67,9/30/1995,235959,,FP
62,13629482,-349.56,-349.56,0,27.13,3/13/1995,135412,C,TR
70,13626022,-35.02,-35.02,0,172.81,3/26/1995,0,P,WD
82,13634422,370.92,370.92,0,382.23,3/16/1995,103605,B,DP
60,13627052,-282.25,-282.25,0,1596.38,4/25/1995,81510,E,TR
94,13633532,-294.78,-294.78,0,193.14,3/25/1995,0,P,WD
21,13631503,-80,-80,0,518,7/5/1995,131314,A,WD
53,13628223,73.68,73.68,0,522.78,12/27/1995,124712,A,DP
40,13628492,-171.28,-171.28,0,399.39,1/31/1995,160628,B,TR
46,13633442,-88.43,-88.43,0,223.15,1/31/1995,0,P,WD
6,13631763,0.39,0,0.39,310.41,1/31/1995,235959,,IN
85,13631542,-84.68,-84.68,0,734.21,4/3/1995,0,P,WD
37,13634712,-0.15,-0.15,0,212.04,8/17/1995,0,,FK
56,13632962,-35.73,-35.73,0,291.65,1/31/1995,0,P,WD
81,13626642,-200,-200,0,4254.14,8/7/1995,164757,A,WD
27,13625842,-39.32,-39.32,0,594.47,5/13/1995,0,P,WD
47,13632822,-0.15,-0.15,0,110.13,6/25/1995,0,,FK
21,13626563,1.3,0,1.3,1040.45,7/31/1995,235959,,IN
11,13631992,-10,-10,0,1783.72,4/30/1995,235959,,FP
85,13629382,-43.1,-43.1,0,163.48,4/22/1995,160134,B,WD
19,13630762,-0.15,-0.15,0,1542.18,5/19/1995,0,,FK
64,13625122,0,0,0,783.77,5/22/1995,1718,A,IQ
35,4.56E+15,-260.97,-260.97,0,-912.33,11/23/1995,90009,E,CG
28,4.56E+15,-87.36,-87.36,0,-881.36,12/13/1995,130147,E,CG
59,13627932,-22.14,-22.14,0,22.15,4/28/1995,0,P,WD
6,13634272,-0.15,-0.15,0,16.04,1/14/1995,0,,FK
40,13632723,0.89,0,0.89,711.81,12/31/1995,235959,,IN
15,4.56E+15,-208.42,-208.42,0,-428.48,4/12/1995,215822,E,CG
7,13634543,0,0,0,699.93,4/26/1995,202701,B,IQ
97,13624882,191.91,191.91,0,191.91,11/23/1995,181150,B,DP
11,13631653,-40,-40,0,356.28,5/25/1995,164423,A,WD
57,4.56E+15,-233.6,-233.6,0,-2630.95,12/10/1995,140029,E,CG
42,13629702,0,0,0,55.22,11/20/1995,204054,B,IQ
5,13630262,-60,-60,0,656.21,1/3/1995,200639,A,WD
3,13633113,-200,-200,0,438.32,3/11/1995,120745,A,WD
26,4.56E+15,-88.44,-88.44,0,-1000,11/8/1995,32148,E,CG
21,13626572,-292.89,-292.89,0,1243.01,3/29/1995,190628,E,WD
54,4.56E+15,-133.11,-133.11,0,-442.27,10/21/1995,22952,E,CG
55,13626062,-522.58,-522.58,0,2285.46,10/21/1995,93107,B,TR
54,13625282,-80,-80,0,1755.31,3/20/1995,91904,A,WD
20,13634442,-24.9,-24.9,0,24.89,1/7/1995,113649,C,TR
33,13629592,-314.77,-314.77,0,314.78,1/6/1995,223029,C,TR
12,4.56E+15,220.22,189.21,31.01,-2716.02,5/4/1995,0,M,PM
20,4.56E+15,-108.99,-108.99,0,-590.57,8/29/1995,152829,E,CG
88,13625712,0,0,0,31.85,1/10/1995,191932,A,IQ
4,4.56E+15,-180,-180,0,-380,6/23/1995,15748,A,CA
26,13629903,-60,-60,0,26.1,8/6/1995,40404,A,WD
1,13629622,-30.92,-30.92,0,275.25,1/4/1995,0,P,WD
30,13632372,63.26,63.26,0,2809.77,4/20/1995,154039,B,DP
21,4.56E+15,101.28,88.44,12.84,-911.56,9/1/1995,0,M,PM
47,13631452,-0.15,-0.15,0,23.69,2/14/1995,0,,FK
62,4.56E+15,-120,-120,0,-997.58,10/15/1995,4815,A,CA
13,13626233,-0.75,-0.75,0,139.97,12/15/1995,202652,,FU
23,4.56E+15,-64.58,-64.58,0,-588.39,5/8/1995,164352,E,CG
97,4.56E+15,0,0,0,-3080.45,9/14/1995,81450,V,IQ
85,13630732,-102,-102,0,102,2/6/1995,125706,E,WD
31,4.56E+15,-36.89,-36.89,0,-762.72,11/13/1995,121205,E,CG
70,13625262,-0.15,-0.15,0,175.52,10/15/1995,0,,FK
75,13633372,-200,-200,0,1047.3,5/18/1995,55145,A,WD
6,13625162,4.77,0,4.77,3819.69,6/30/1995,235959,,IN
24,4.56E+15,-31.89,-31.89,0,-1436.82,8/10/1995,95829,E,CG
4,13627422,-10,-10,0,2629.97,2/28/1995,235959,,FP
40,13630062,0,0,0,754.41,6/16/1995,205851,A,IQ
5,4.56E+15,-27.82,-27.82,0,-726.63,4/7/1995,184413,E,CG
36,13631682,-150.13,-150.13,0,3801.58,2/22/1995,0,P,WD
14,13633262,-66.63,-66.63,0,66.63,8/18/1995,131012,A,TR
4,4.56E+15,469.27,463.03,6.24,-365.33,2/3/1995,0,M,PM
68,13633452,-0.15,-0.15,0,169.45,4/17/1995,0,,FK
13,13631603,-0.75,-0.75,0,247.91,5/26/1995,91541,,FU
31,13626432,-112.25,-112.25,0,3001.84,8/4/1995,0,P,WD
